,,,,,,,,,,,,,
,,,,JURNAL VANZARI,,,,,,,,,
,19,Cot PPR 90º  Ø32 FI-FE,,20,1.90,,19.00,,3.61,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º  Ø25 FI-FE,,150,0.98,,73.50,,13.97,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º  Ø20 FI-FE,,400,0.64,,128.00,,24.32,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø40,,60,2.00,,60.00,,11.40,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø32,,150,1.22,,91.50,,17.39,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø25,,900,0.55,,247.50,,47.03,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø20,,5000,0.15,,750.00,,142.50,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN25 aluminiu,,560,3.14,,1758.40,,334.10,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø32 PN20 fibra comp.,,300,3.98,,1192.50,,226.58,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø20 PN20 fibra comp.,,2400,1.49,,3576.00,,679.44,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø20 PN20,,120,1.20,,144.00,,27.36,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100022,D.A. CONSTANTIN SRL ,,,,,4710.07,,894.91,,5604.98,,3706.62
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,DUNATECHNIK Solidmaster 7,,1,2514.23,,2514.23,,477.70,,,,
,,,,,,,,,,,,,
,19,DUNATECHNIK Solidmaster 6,,1,2195.84,,2195.84,,417.21,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100023,INTER-CONTI COM SRL ,,,,,16295.28,,3096.10,,19391.38,,12646.90
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,RAD. ALUM. HOFMANN H600/10 EL.,,38,229.42,,8717.88,,1656.40,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 400x1200 drep,,10,125.34,,940.03,,178.61,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 600x1200 drep,,10,145.80,,1093.48,,207.76,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 500x1200 drep,,30,135.73,,3053.95,,580.25,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 500x1000 drep,,20,120.75,,1811.23,,344.13,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 500x800 drept,,8,113.12,,678.70,,128.95,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100024,INSTSERV EXPERT SRL ,,,,,2486.88,,472.51,,2959.39,,2131.20
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN25 aluminiu,,800,3.11,,2486.88,,472.51,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100025,STANBIC EXPRES S.R.L. ,,,,,2856.06,,542.65,,3398.72,,2187.07
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,"RR - Teu alama 1/2""",,20,4.88,,68.32,,12.98,,,,
,,,,,,,,,,,,,
,19,"RR - Niplu alama 1/2""",,30,1.20,,35.91,,6.82,,,,
,,,,,,,,,,,,,
,19,"RR - Robinet cu olandez 1""MF",,6,30.32,,127.34,,24.20,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN20 fibra comp.,,80,2.28,,182.40,,34.66,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN25 aluminiu,,80,3.14,,251.20,,47.73,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø20 PN20 fibra comp.,,120,1.55,,186.00,,35.34,,,,
,,,,,,,,,,,,,
,19,Radiator 22x500x2000 HOFMANN,,1,333.08,,333.08,,63.29,,,,
,,,,,,,,,,,,,
,19,Radiator 22x600x1600 HOFMANN,,2,238.81,,477.62,,90.75,,,,
,,,,,,,,,,,,,
,19,Radiator 22x600x1800 HOFMANN,,1,264.92,,264.92,,50.33,,,,
,,,,,,,,,,,,,
,19,Radiator 22x600x400 HOFMANN,,1,73.04,,73.04,,13.88,,,,
,,,,,,,,,,,,,
,19,Radiator 22x600x600 HOFMANN,,3,98.72,,296.16,,56.27,,,,
,,,,,,,,,,,,,
,19,Radiator 22x600x1000 HOFMANN,,1,144.59,,144.59,,27.47,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 600x1000 drep,,2,131.19,,196.78,,37.39,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 600x1200 drep,,2,145.80,,218.70,,41.55,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100026,TERMOHABITAT SRL ,,,,,15869.65,,3015.23,,18884.89,,12293.19
,,,,,,,,,,,,,
,,,,,,,,,,,,,
